AI Method,Design Task,Count,Gap Type
"Traditional ML, Exploratory data analysis","discovery, define",0,Empty
"Traditional ML, exploratory data analysis",???,0,Empty
"Traditional ML, exploratory data analysis",Automatic UI design evaluation,0,Empty
"Traditional ML, exploratory data analysis",Converstional interface design,0,Empty
"Traditional ML, exploratory data analysis",Define,0,Empty
"Traditional ML, exploratory data analysis",Define / Develop,0,Empty
"Traditional ML, exploratory data analysis",Delivery,0,Empty
"Traditional ML, exploratory data analysis",Develop,0,Empty
"Traditional ML, exploratory data analysis","Develop, conversion",0,Empty
"Traditional ML, exploratory data analysis",Developing emotion recognition systems with better user interaction,0,Empty
"Traditional ML, exploratory data analysis",Discovery,0,Empty
"Traditional ML, exploratory data analysis",Emotion design,0,Empty
"Traditional ML, exploratory data analysis",Evaluation of HCI system,0,Empty
"Traditional ML, exploratory data analysis",Evaluation of UI design (user response time-based),0,Empty
"Traditional ML, exploratory data analysis",HCI for feedback interface,0,Empty
"Traditional ML, exploratory data analysis",Residents service design,0,Empty
"Traditional ML, exploratory data analysis",adaptive HCI design,0,Empty
"Traditional ML, exploratory data analysis",define,0,Empty
"Traditional ML, exploratory data analysis",define ,0,Empty
"Traditional ML, exploratory data analysis","define, develop",0,Empty
"Traditional ML, exploratory data analysis",develop ,0,Empty
"Traditional ML, exploratory data analysis",develope,1,Low
"Traditional ML, exploratory data analysis",dfine,0,Empty
"Traditional ML, exploratory data analysis",discover,0,Empty
"Traditional ML, exploratory data analysis",discovery,0,Empty
"Traditional ML, exploratory data analysis","discovery, define",0,Empty
"deep model, traditional ml, exploratory data analysis",???,0,Empty
"deep model, traditional ml, exploratory data analysis",Automatic UI design evaluation,0,Empty
"deep model, traditional ml, exploratory data analysis",Converstional interface design,0,Empty
"deep model, traditional ml, exploratory data analysis",Define,0,Empty
"deep model, traditional ml, exploratory data analysis",Define / Develop,0,Empty
"deep model, traditional ml, exploratory data analysis",Delivery,0,Empty
"deep model, traditional ml, exploratory data analysis",Develop,0,Empty
"deep model, traditional ml, exploratory data analysis","Develop, conversion",0,Empty
"deep model, traditional ml, exploratory data analysis",Developing emotion recognition systems with better user interaction,0,Empty
"deep model, traditional ml, exploratory data analysis",Discovery,0,Empty
"deep model, traditional ml, exploratory data analysis",Emotion design,0,Empty
"deep model, traditional ml, exploratory data analysis",Evaluation of HCI system,0,Empty
"deep model, traditional ml, exploratory data analysis",Evaluation of UI design (user response time-based),0,Empty
"deep model, traditional ml, exploratory data analysis",HCI for feedback interface,0,Empty
"deep model, traditional ml, exploratory data analysis",Residents service design,0,Empty
"deep model, traditional ml, exploratory data analysis",adaptive HCI design,0,Empty
"deep model, traditional ml, exploratory data analysis",define,0,Empty
"deep model, traditional ml, exploratory data analysis",define ,0,Empty
"deep model, traditional ml, exploratory data analysis","define, develop",0,Empty
"deep model, traditional ml, exploratory data analysis",develop,1,Low
"deep model, traditional ml, exploratory data analysis",develop ,0,Empty
"deep model, traditional ml, exploratory data analysis",develope,0,Empty
"deep model, traditional ml, exploratory data analysis",dfine,0,Empty
"deep model, traditional ml, exploratory data analysis",discover,0,Empty
"deep model, traditional ml, exploratory data analysis",discovery,0,Empty
"deep model, traditional ml, exploratory data analysis","discovery, define",0,Empty
deep models,???,0,Empty
deep models,Automatic UI design evaluation,0,Empty
deep models,Converstional interface design,0,Empty
deep models,Define,0,Empty
deep models,Define / Develop,0,Empty
deep models,Delivery,0,Empty
deep models,Develop,0,Empty
deep models,"Develop, conversion",0,Empty
deep models,Developing emotion recognition systems with better user interaction,0,Empty
deep models,Discovery,0,Empty
deep models,Emotion design,0,Empty
deep models,Evaluation of HCI system,0,Empty
deep models,Evaluation of UI design (user response time-based),0,Empty
deep models,HCI for feedback interface,0,Empty
deep models,Residents service design,0,Empty
deep models,adaptive HCI design,0,Empty
deep models,define,1,Low
deep models,define ,0,Empty
deep models,"define, develop",0,Empty
deep models,develop,1,Low
deep models,develop ,0,Empty
deep models,develope,0,Empty
deep models,dfine,1,Low
deep models,discover,0,Empty
deep models,discovery,0,Empty
deep models,"discovery, define",0,Empty
"deep models, exploratory data analysis",???,0,Empty
"deep models, exploratory data analysis",Automatic UI design evaluation,0,Empty
"deep models, exploratory data analysis",Converstional interface design,0,Empty
"deep models, exploratory data analysis",Define,0,Empty
"deep models, exploratory data analysis",Define / Develop,0,Empty
"deep models, exploratory data analysis",Delivery,0,Empty
"deep models, exploratory data analysis",Develop,0,Empty
"deep models, exploratory data analysis","Develop, conversion",0,Empty
"deep models, exploratory data analysis",Developing emotion recognition systems with better user interaction,0,Empty
"deep models, exploratory data analysis",Discovery,0,Empty
"deep models, exploratory data analysis",Emotion design,0,Empty
"deep models, exploratory data analysis",Evaluation of HCI system,0,Empty
"deep models, exploratory data analysis",Evaluation of UI design (user response time-based),0,Empty
"deep models, exploratory data analysis",HCI for feedback interface,0,Empty
"deep models, exploratory data analysis",Residents service design,0,Empty
"deep models, exploratory data analysis",adaptive HCI design,0,Empty
"deep models, exploratory data analysis",define,1,Low
"deep models, exploratory data analysis",define ,0,Empty
"deep models, exploratory data analysis","define, develop",0,Empty
"deep models, exploratory data analysis",develop,0,Empty
"deep models, exploratory data analysis",develop ,0,Empty
"deep models, exploratory data analysis",develope,0,Empty
"deep models, exploratory data analysis",dfine,0,Empty
"deep models, exploratory data analysis",discover,0,Empty
"deep models, exploratory data analysis",discovery,0,Empty
"deep models, exploratory data analysis","discovery, define",0,Empty
"deep models, gen ai",???,0,Empty
"deep models, gen ai",Automatic UI design evaluation,0,Empty
"deep models, gen ai",Converstional interface design,0,Empty
"deep models, gen ai",Define,0,Empty
"deep models, gen ai",Define / Develop,0,Empty
"deep models, gen ai",Delivery,0,Empty
"deep models, gen ai",Develop,0,Empty
"deep models, gen ai","Develop, conversion",0,Empty
"deep models, gen ai",Developing emotion recognition systems with better user interaction,0,Empty
"deep models, gen ai",Discovery,0,Empty
"deep models, gen ai",Emotion design,0,Empty
"deep models, gen ai",Evaluation of HCI system,0,Empty
"deep models, gen ai",Evaluation of UI design (user response time-based),0,Empty
"deep models, gen ai",HCI for feedback interface,0,Empty
"deep models, gen ai",Residents service design,0,Empty
"deep models, gen ai",adaptive HCI design,0,Empty
"deep models, gen ai",define,1,Low
"deep models, gen ai",define ,0,Empty
"deep models, gen ai","define, develop",0,Empty
"deep models, gen ai",develop,0,Empty
"deep models, gen ai",develop ,0,Empty
"deep models, gen ai",develope,0,Empty
"deep models, gen ai",dfine,0,Empty
"deep models, gen ai",discover,0,Empty
"deep models, gen ai",discovery,0,Empty
"deep models, gen ai","discovery, define",0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",???,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Automatic UI design evaluation,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Converstional interface design,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Define,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Define / Develop,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Delivery,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Develop,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis","Develop, conversion",0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Developing emotion recognition systems with better user interaction,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Discovery,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Emotion design,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Evaluation of HCI system,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Evaluation of UI design (user response time-based),0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",HCI for feedback interface,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",Residents service design,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",adaptive HCI design,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",define,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",define ,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis","define, develop",0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",develop,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",develop ,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",develope,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",dfine,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis",discover,1,Low
"deep models, gen ai, traditional ml, exploratory data analysis",discovery,0,Empty
"deep models, gen ai, traditional ml, exploratory data analysis","discovery, define",0,Empty
"deep models, reinforcement learning",???,0,Empty
"deep models, reinforcement learning",Automatic UI design evaluation,0,Empty
"deep models, reinforcement learning",Converstional interface design,0,Empty
"deep models, reinforcement learning",Define,0,Empty
"deep models, reinforcement learning",Define / Develop,0,Empty
"deep models, reinforcement learning",Delivery,0,Empty
"deep models, reinforcement learning",Develop,0,Empty
"deep models, reinforcement learning","Develop, conversion",0,Empty
"deep models, reinforcement learning",Developing emotion recognition systems with better user interaction,0,Empty
"deep models, reinforcement learning",Discovery,0,Empty
"deep models, reinforcement learning",Emotion design,0,Empty
"deep models, reinforcement learning",Evaluation of HCI system,0,Empty
"deep models, reinforcement learning",Evaluation of UI design (user response time-based),0,Empty
"deep models, reinforcement learning",HCI for feedback interface,0,Empty
"deep models, reinforcement learning",Residents service design,0,Empty
"deep models, reinforcement learning",adaptive HCI design,0,Empty
"deep models, reinforcement learning",define,0,Empty
"deep models, reinforcement learning",define ,0,Empty
"deep models, reinforcement learning","define, develop",0,Empty
"deep models, reinforcement learning",develop,1,Low
"deep models, reinforcement learning",develop ,0,Empty
"deep models, reinforcement learning",develope,0,Empty
"deep models, reinforcement learning",dfine,0,Empty
"deep models, reinforcement learning",discover,0,Empty
"deep models, reinforcement learning",discovery,1,Low
"deep models, reinforcement learning","discovery, define",0,Empty
"deep models, traditional ml",???,0,Empty
"deep models, traditional ml",Automatic UI design evaluation,0,Empty
"deep models, traditional ml",Converstional interface design,0,Empty
"deep models, traditional ml",Define,0,Empty
"deep models, traditional ml",Define / Develop,0,Empty
"deep models, traditional ml",Delivery,0,Empty
"deep models, traditional ml",Develop,0,Empty
"deep models, traditional ml","Develop, conversion",0,Empty
"deep models, traditional ml",Developing emotion recognition systems with better user interaction,0,Empty
"deep models, traditional ml",Discovery,0,Empty
"deep models, traditional ml",Emotion design,0,Empty
"deep models, traditional ml",Evaluation of HCI system,0,Empty
"deep models, traditional ml",Evaluation of UI design (user response time-based),0,Empty
"deep models, traditional ml",HCI for feedback interface,0,Empty
"deep models, traditional ml",Residents service design,0,Empty
"deep models, traditional ml",adaptive HCI design,0,Empty
"deep models, traditional ml",define,0,Empty
"deep models, traditional ml",define ,0,Empty
"deep models, traditional ml","define, develop",0,Empty
"deep models, traditional ml",develop,1,Low
"deep models, traditional ml",develop ,0,Empty
"deep models, traditional ml",develope,0,Empty
"deep models, traditional ml",dfine,0,Empty
"deep models, traditional ml",discover,0,Empty
"deep models, traditional ml",discovery,0,Empty
"deep models, traditional ml","discovery, define",0,Empty
"deep models, traditional ml, exploratory data analysis",???,0,Empty
"deep models, traditional ml, exploratory data analysis",Automatic UI design evaluation,0,Empty
"deep models, traditional ml, exploratory data analysis",Converstional interface design,0,Empty
"deep models, traditional ml, exploratory data analysis",Define,0,Empty
"deep models, traditional ml, exploratory data analysis",Define / Develop,0,Empty
"deep models, traditional ml, exploratory data analysis",Delivery,0,Empty
"deep models, traditional ml, exploratory data analysis",Develop,0,Empty
"deep models, traditional ml, exploratory data analysis","Develop, conversion",0,Empty
"deep models, traditional ml, exploratory data analysis",Developing emotion recognition systems with better user interaction,0,Empty
"deep models, traditional ml, exploratory data analysis",Discovery,0,Empty
"deep models, traditional ml, exploratory data analysis",Emotion design,0,Empty
"deep models, traditional ml, exploratory data analysis",Evaluation of HCI system,0,Empty
"deep models, traditional ml, exploratory data analysis",Evaluation of UI design (user response time-based),0,Empty
"deep models, traditional ml, exploratory data analysis",HCI for feedback interface,0,Empty
"deep models, traditional ml, exploratory data analysis",Residents service design,0,Empty
"deep models, traditional ml, exploratory data analysis",adaptive HCI design,0,Empty
"deep models, traditional ml, exploratory data analysis",define,1,Low
"deep models, traditional ml, exploratory data analysis",define ,0,Empty
"deep models, traditional ml, exploratory data analysis","define, develop",0,Empty
"deep models, traditional ml, exploratory data analysis",develop,0,Empty
"deep models, traditional ml, exploratory data analysis",develop ,0,Empty
"deep models, traditional ml, exploratory data analysis",develope,0,Empty
"deep models, traditional ml, exploratory data analysis",dfine,0,Empty
"deep models, traditional ml, exploratory data analysis",discover,0,Empty
"deep models, traditional ml, exploratory data analysis",discovery,0,Empty
"deep models, traditional ml, exploratory data analysis","discovery, define",0,Empty
gen ai ,???,0,Empty
gen ai ,Automatic UI design evaluation,0,Empty
gen ai ,Converstional interface design,0,Empty
gen ai ,Define,0,Empty
gen ai ,Define / Develop,0,Empty
gen ai ,Delivery,0,Empty
gen ai ,Develop,0,Empty
gen ai ,"Develop, conversion",0,Empty
gen ai ,Developing emotion recognition systems with better user interaction,0,Empty
gen ai ,Discovery,0,Empty
gen ai ,Emotion design,0,Empty
gen ai ,Evaluation of HCI system,0,Empty
gen ai ,Evaluation of UI design (user response time-based),0,Empty
gen ai ,HCI for feedback interface,0,Empty
gen ai ,Residents service design,0,Empty
gen ai ,adaptive HCI design,0,Empty
gen ai ,define,0,Empty
gen ai ,define ,0,Empty
gen ai ,"define, develop",0,Empty
gen ai ,develop,0,Empty
gen ai ,develop ,0,Empty
gen ai ,develope,0,Empty
gen ai ,dfine,0,Empty
gen ai ,discover,0,Empty
gen ai ,discovery,0,Empty
gen ai ,"discovery, define",2,Low
"gen ai, exploratory data analysis",???,0,Empty
"gen ai, exploratory data analysis",Automatic UI design evaluation,0,Empty
"gen ai, exploratory data analysis",Converstional interface design,0,Empty
"gen ai, exploratory data analysis",Define,0,Empty
"gen ai, exploratory data analysis",Define / Develop,0,Empty
"gen ai, exploratory data analysis",Delivery,0,Empty
"gen ai, exploratory data analysis",Develop,0,Empty
"gen ai, exploratory data analysis","Develop, conversion",0,Empty
"gen ai, exploratory data analysis",Developing emotion recognition systems with better user interaction,0,Empty
"gen ai, exploratory data analysis",Discovery,0,Empty
"gen ai, exploratory data analysis",Emotion design,0,Empty
"gen ai, exploratory data analysis",Evaluation of HCI system,0,Empty
"gen ai, exploratory data analysis",Evaluation of UI design (user response time-based),0,Empty
"gen ai, exploratory data analysis",HCI for feedback interface,0,Empty
"gen ai, exploratory data analysis",Residents service design,0,Empty
"gen ai, exploratory data analysis",adaptive HCI design,0,Empty
"gen ai, exploratory data analysis",define,0,Empty
"gen ai, exploratory data analysis",define ,0,Empty
"gen ai, exploratory data analysis","define, develop",0,Empty
"gen ai, exploratory data analysis",develop,1,Low
"gen ai, exploratory data analysis",develop ,0,Empty
"gen ai, exploratory data analysis",develope,0,Empty
"gen ai, exploratory data analysis",dfine,0,Empty
"gen ai, exploratory data analysis",discover,0,Empty
"gen ai, exploratory data analysis",discovery,0,Empty
"gen ai, exploratory data analysis","discovery, define",0,Empty
"gen ai, traditional ml, exploratory data analysis",???,0,Empty
"gen ai, traditional ml, exploratory data analysis",Automatic UI design evaluation,0,Empty
"gen ai, traditional ml, exploratory data analysis",Converstional interface design,0,Empty
"gen ai, traditional ml, exploratory data analysis",Define,0,Empty
"gen ai, traditional ml, exploratory data analysis",Define / Develop,0,Empty
"gen ai, traditional ml, exploratory data analysis",Delivery,0,Empty
"gen ai, traditional ml, exploratory data analysis",Develop,0,Empty
"gen ai, traditional ml, exploratory data analysis","Develop, conversion",0,Empty
"gen ai, traditional ml, exploratory data analysis",Developing emotion recognition systems with better user interaction,0,Empty
"gen ai, traditional ml, exploratory data analysis",Discovery,0,Empty
"gen ai, traditional ml, exploratory data analysis",Emotion design,0,Empty
"gen ai, traditional ml, exploratory data analysis",Evaluation of HCI system,0,Empty
"gen ai, traditional ml, exploratory data analysis",Evaluation of UI design (user response time-based),0,Empty
"gen ai, traditional ml, exploratory data analysis",HCI for feedback interface,0,Empty
"gen ai, traditional ml, exploratory data analysis",Residents service design,0,Empty
"gen ai, traditional ml, exploratory data analysis",adaptive HCI design,0,Empty
"gen ai, traditional ml, exploratory data analysis",define,0,Empty
"gen ai, traditional ml, exploratory data analysis",define ,0,Empty
"gen ai, traditional ml, exploratory data analysis","define, develop",0,Empty
"gen ai, traditional ml, exploratory data analysis",develop ,0,Empty
"gen ai, traditional ml, exploratory data analysis",develope,0,Empty
"gen ai, traditional ml, exploratory data analysis",dfine,0,Empty
"gen ai, traditional ml, exploratory data analysis",discover,0,Empty
"gen ai, traditional ml, exploratory data analysis",discovery,0,Empty
"gen ai, traditional ml, exploratory data analysis","discovery, define",0,Empty
reinforcement learning,???,0,Empty
reinforcement learning,Automatic UI design evaluation,0,Empty
reinforcement learning,Converstional interface design,0,Empty
reinforcement learning,Define,0,Empty
reinforcement learning,Define / Develop,0,Empty
reinforcement learning,Delivery,0,Empty
reinforcement learning,Develop,0,Empty
reinforcement learning,"Develop, conversion",0,Empty
reinforcement learning,Developing emotion recognition systems with better user interaction,0,Empty
reinforcement learning,Discovery,0,Empty
reinforcement learning,Emotion design,0,Empty
reinforcement learning,Evaluation of HCI system,0,Empty
reinforcement learning,Evaluation of UI design (user response time-based),0,Empty
reinforcement learning,HCI for feedback interface,0,Empty
reinforcement learning,Residents service design,0,Empty
reinforcement learning,adaptive HCI design,0,Empty
reinforcement learning,define,0,Empty
reinforcement learning,define ,0,Empty
reinforcement learning,"define, develop",1,Low
reinforcement learning,develop,0,Empty
reinforcement learning,develop ,0,Empty
reinforcement learning,develope,0,Empty
reinforcement learning,dfine,0,Empty
reinforcement learning,discover,0,Empty
reinforcement learning,discovery,0,Empty
reinforcement learning,"discovery, define",0,Empty
traditional ml,???,0,Empty
traditional ml,Automatic UI design evaluation,0,Empty
traditional ml,Converstional interface design,0,Empty
traditional ml,Define,0,Empty
traditional ml,Define / Develop,0,Empty
traditional ml,Delivery,0,Empty
traditional ml,Develop,0,Empty
traditional ml,"Develop, conversion",0,Empty
traditional ml,Developing emotion recognition systems with better user interaction,0,Empty
traditional ml,Discovery,0,Empty
traditional ml,Emotion design,0,Empty
traditional ml,Evaluation of HCI system,0,Empty
traditional ml,Evaluation of UI design (user response time-based),0,Empty
traditional ml,HCI for feedback interface,0,Empty
traditional ml,Residents service design,0,Empty
traditional ml,adaptive HCI design,0,Empty
traditional ml,define,0,Empty
traditional ml,define ,0,Empty
traditional ml,"define, develop",0,Empty
traditional ml,develop ,0,Empty
traditional ml,develope,0,Empty
traditional ml,dfine,0,Empty
traditional ml,discover,0,Empty
traditional ml,discovery,0,Empty
traditional ml,"discovery, define",0,Empty
"traditional ml, deep models",???,0,Empty
"traditional ml, deep models",Automatic UI design evaluation,0,Empty
"traditional ml, deep models",Converstional interface design,0,Empty
"traditional ml, deep models",Define,0,Empty
"traditional ml, deep models",Define / Develop,0,Empty
"traditional ml, deep models",Delivery,0,Empty
"traditional ml, deep models",Develop,0,Empty
"traditional ml, deep models","Develop, conversion",0,Empty
"traditional ml, deep models",Developing emotion recognition systems with better user interaction,0,Empty
"traditional ml, deep models",Discovery,0,Empty
"traditional ml, deep models",Emotion design,0,Empty
"traditional ml, deep models",Evaluation of HCI system,0,Empty
"traditional ml, deep models",Evaluation of UI design (user response time-based),0,Empty
"traditional ml, deep models",HCI for feedback interface,0,Empty
"traditional ml, deep models",Residents service design,0,Empty
"traditional ml, deep models",adaptive HCI design,0,Empty
"traditional ml, deep models",define,2,Low
"traditional ml, deep models",define ,0,Empty
"traditional ml, deep models","define, develop",0,Empty
"traditional ml, deep models",develop,0,Empty
"traditional ml, deep models",develop ,0,Empty
"traditional ml, deep models",develope,0,Empty
"traditional ml, deep models",dfine,0,Empty
"traditional ml, deep models",discover,0,Empty
"traditional ml, deep models",discovery,0,Empty
"traditional ml, deep models","discovery, define",0,Empty
"traditional ml, exploratory data analysis",???,0,Empty
"traditional ml, exploratory data analysis",Automatic UI design evaluation,0,Empty
"traditional ml, exploratory data analysis",Converstional interface design,0,Empty
"traditional ml, exploratory data analysis",Define,0,Empty
"traditional ml, exploratory data analysis",Define / Develop,0,Empty
"traditional ml, exploratory data analysis",Delivery,0,Empty
"traditional ml, exploratory data analysis",Develop,0,Empty
"traditional ml, exploratory data analysis","Develop, conversion",0,Empty
"traditional ml, exploratory data analysis",Developing emotion recognition systems with better user interaction,0,Empty
"traditional ml, exploratory data analysis",Discovery,0,Empty
"traditional ml, exploratory data analysis",Emotion design,0,Empty
"traditional ml, exploratory data analysis",Evaluation of HCI system,0,Empty
"traditional ml, exploratory data analysis",Evaluation of UI design (user response time-based),0,Empty
"traditional ml, exploratory data analysis",HCI for feedback interface,0,Empty
"traditional ml, exploratory data analysis",Residents service design,0,Empty
"traditional ml, exploratory data analysis",adaptive HCI design,0,Empty
"traditional ml, exploratory data analysis",define,1,Low
"traditional ml, exploratory data analysis",define ,0,Empty
"traditional ml, exploratory data analysis","define, develop",1,Low
"traditional ml, exploratory data analysis",develop,2,Low
"traditional ml, exploratory data analysis",develop ,0,Empty
"traditional ml, exploratory data analysis",develope,0,Empty
"traditional ml, exploratory data analysis",dfine,0,Empty
"traditional ml, exploratory data analysis",discover,0,Empty
"traditional ml, exploratory data analysis",discovery,0,Empty
"traditional ml, exploratory data analysis","discovery, define",0,Empty
"traditional ml, reinforcement learning",???,0,Empty
"traditional ml, reinforcement learning",Automatic UI design evaluation,0,Empty
"traditional ml, reinforcement learning",Converstional interface design,0,Empty
"traditional ml, reinforcement learning",Define,0,Empty
"traditional ml, reinforcement learning",Define / Develop,0,Empty
"traditional ml, reinforcement learning",Delivery,0,Empty
"traditional ml, reinforcement learning",Develop,0,Empty
"traditional ml, reinforcement learning","Develop, conversion",0,Empty
"traditional ml, reinforcement learning",Developing emotion recognition systems with better user interaction,0,Empty
"traditional ml, reinforcement learning",Discovery,0,Empty
"traditional ml, reinforcement learning",Emotion design,0,Empty
"traditional ml, reinforcement learning",Evaluation of HCI system,0,Empty
"traditional ml, reinforcement learning",Evaluation of UI design (user response time-based),0,Empty
"traditional ml, reinforcement learning",HCI for feedback interface,0,Empty
"traditional ml, reinforcement learning",Residents service design,0,Empty
"traditional ml, reinforcement learning",adaptive HCI design,0,Empty
"traditional ml, reinforcement learning",define,0,Empty
"traditional ml, reinforcement learning",define ,0,Empty
"traditional ml, reinforcement learning","define, develop",0,Empty
"traditional ml, reinforcement learning",develop,1,Low
"traditional ml, reinforcement learning",develop ,0,Empty
"traditional ml, reinforcement learning",develope,0,Empty
"traditional ml, reinforcement learning",dfine,0,Empty
"traditional ml, reinforcement learning",discover,0,Empty
"traditional ml, reinforcement learning",discovery,0,Empty
"traditional ml, reinforcement learning","discovery, define",0,Empty
